Method,Total Reward,Final Win Rate,Mean Rolling Win Rate,Win Rate Error,Mean Difficulty,Difficulty Std,Mean Absolute Difficulty Change,Episode Length,Player Profile,Seed
Static Easy,-13.568172230851761,0.0,0.6112718253968255,0.0887281746031745,0.30000001192092896,0.0,0.0,200,Unseen Strong Fatigue,109
Static Medium,-129.97944708553567,0.0,0.4262718253968255,0.27372817460317445,0.5,0.0,0.0,200,Unseen Strong Fatigue,109
Static Hard,-274.8134234968496,0.0,0.2562718253968254,0.44372817460317454,0.699999988079071,0.0,0.0,200,Unseen Strong Fatigue,109
Rule-Based DDA,107.86171155888553,0.5,0.8372718253968253,0.13727182539682536,0.011250000055879355,0.0587639644526845,0.002261306472759151,200,Unseen Strong Fatigue,109
PPO DDA,197.14412968643887,0.6,0.6350515873015873,0.06494841269841267,0.1681656681187451,0.23189281072567328,0.18552612329847248,200,Unseen High Noise,100
Static Easy,100.35499126976873,0.6,0.47960119047619043,0.22039880952380952,0.30000001192092896,0.0,0.0,200,Unseen High Noise,100
Static Medium,-134.72086897026838,0.3,0.2601011904761905,0.43989880952380944,0.5,0.0,0.0,200,Unseen High Noise,100
Static Hard,-399.29114985786777,0.2,0.1033730158730159,0.596626984126984,0.699999988079071,0.0,0.0,200,Unseen High Noise,100
Rule-Based DDA,140.10211024049963,0.8,0.8121011904761906,0.1121011904761906,0.011250000055879355,0.0587639644526845,0.002261306472759151,200,Unseen High Noise,100
PPO DDA,195.88069606031289,0.6,0.6464821428571429,0.05351785714285706,0.18072893563658,0.24839427394339264,0.1848719925362261,200,Unseen High Noise,101
Static Easy,94.79283840220931,0.7,0.49065674603174597,0.20934325396825398,0.30000001192092896,0.0,0.0,200,Unseen High Noise,101
Static Medium,-158.87858196776858,0.3,0.25970634920634916,0.4402936507936508,0.5,0.0,0.0,200,Unseen High Noise,101
Static Hard,-405.84942551591126,0.1,0.1019781746031746,0.5980218253968254,0.699999988079071,0.0,0.0,200,Unseen High Noise,101
Rule-Based DDA,159.42909633796563,0.9,0.788156746031746,0.08815674603174606,0.011250000055879355,0.0587639644526845,0.002261306472759151,200,Unseen High Noise,101
PPO DDA,196.3412578225364,0.5,0.6408015873015873,0.05919841269841264,0.1783848656155169,0.25712295186475065,0.19048806545722424,200,Unseen High Noise,102
Static Easy,69.74065857679508,0.4,0.4489285714285714,0.25107142857142856,0.30000001192092896,0.0,0.0,200,Unseen High Noise,102
Static Medium,-207.8384783667548,0.1,0.2168730158730159,0.48312698412698407,0.5,0.0,0.0,200,Unseen High Noise,102
Static Hard,-445.9634090491299,0.1,0.07687301587301587,0.6231269841269841,0.699999988079071,0.0,0.0,200,Unseen High Noise,102
Rule-Based DDA,138.88451958446788,0.8,0.8249285714285715,0.1249285714285715,0.011250000055879355,0.0587639644526845,0.002261306472759151,200,Unseen High Noise,102
PPO DDA,209.7077286560313,0.7,0.6605257936507937,0.03947420634920629,0.1942096396163106,0.25068815488831614,0.20006129913144374,200,Unseen High Noise,103
Static Easy,118.50532116606988,0.5,0.5315257936507937,0.1684742063492063,0.30000001192092896,0.0,0.0,200,Unseen High Noise,103
Static Medium,-91.38826138841047,0.4,0.2978452380952381,0.40215476190476185,0.5,0.0,0.0,200,Unseen High Noise,103
Static Hard,-423.82844255270714,0.0,0.09278968253968255,0.6072103174603174,0.699999988079071,0.0,0.0,200,Unseen High Noise,103
Rule-Based DDA,153.55930607480875,1.0,0.8355257936507937,0.13552579365079376,0.011250000055879355,0.0587639644526845,0.002261306472759151,200,Unseen High Noise,103
PPO DDA,199.61901031853196,0.8,0.6400873015873014,0.05991269841269853,0.16709882704541087,0.23242756698622727,0.17490211941638784,200,Unseen High Noise,104
Static Easy,73.0902334305579,0.6,0.46594246031746034,0.23405753968253962,0.30000001192092896,0.0,0.0,200,Unseen High Noise,104
Static Medium,-211.3307631376541,0.5,0.21403373015873015,0.4859662698412698,0.5,0.0,0.0,200,Unseen High Noise,104
Static Hard,-472.5873077750089,0.1,0.06253373015873015,0.6374662698412699,0.699999988079071,0.0,0.0,200,Unseen High Noise,104
Rule-Based DDA,155.1592019986074,0.8,0.7849424603174603,0.08494246031746033,0.011250000055879355,0.0587639644526845,0.002261306472759151,200,Unseen High Noise,104
PPO DDA,202.69893264202557,0.7,0.6461190476190475,0.053880952380952474,0.17848534986376763,0.25277911996083197,0.18729253701079432,200,Unseen High Noise,105
Static Easy,108.81506324761565,0.5,0.49764087301587295,0.202359126984127,0.30000001192092896,0.0,0.0,200,Unseen High Noise,105
Static Medium,-131.82082610909328,0.3,0.2722678571428572,0.4277321428571428,0.5,0.0,0.0,200,Unseen High Noise,105
Static Hard,-350.2971435775741,0.0,0.1313730158730159,0.5686269841269841,0.699999988079071,0.0,0.0,200,Unseen High Noise,105
Rule-Based DDA,142.14706374162583,0.8,0.8249960317460318,0.1249960317460318,0.011250000055879355,0.0587639644526845,0.002261306472759151,200,Unseen High Noise,105
PPO DDA,207.91948581804272,0.8,0.6642162698412699,0.03578373015873004,0.1835923824645579,0.2541154701592852,0.20393038492406432,200,Unseen High Noise,106
Static Easy,130.163291096415,0.5,0.5522162698412698,0.14778373015873014,0.30000001192092896,0.0,0.0,200,Unseen High Noise,106
Static Medium,-147.18194441386424,0.3,0.28321626984126985,0.4167837301587301,0.5,0.0,0.0,200,Unseen High Noise,106
Static Hard,-391.5302768981305,0.0,0.12530753968253971,0.5746924603174602,0.699999988079071,0.0,0.0,200,Unseen High Noise,106
Rule-Based DDA,154.56033209803297,0.9,0.8527718253968254,0.15277182539682543,0.011250000055879355,0.0587639644526845,0.002261306472759151,200,Unseen High Noise,106
PPO DDA,177.52448043125935,0.7,0.6298234126984127,0.07017658730158727,0.18901925461366773,0.2589516484301442,0.1986380864926918,200,Unseen High Noise,107
Static Easy,23.613234711534933,0.3,0.4286785714285714,0.27132142857142855,0.30000001192092896,0.0,0.0,200,Unseen High Noise,107
Static Medium,-198.72839561116083,0.0,0.2257281746031746,0.47427182539682533,0.5,0.0,0.0,200,Unseen High Noise,107
Static Hard,-397.3200058187157,0.0,0.10572817460317462,0.5942718253968253,0.699999988079071,0.0,0.0,200,Unseen High Noise,107
Rule-Based DDA,137.86506994756658,1.0,0.8086785714285715,0.10867857142857151,0.011250000055879355,0.0587639644526845,0.002261306472759151,200,Unseen High Noise,107
PPO DDA,192.23754674733158,0.8,0.6692380952380952,0.030761904761904768,0.2174964266642928,0.2755909526699958,0.20377757467666463,200,Unseen High Noise,108
Static Easy,120.05961354338321,0.5,0.5437380952380952,0.1562619047619047,0.30000001192092896,0.0,0.0,200,Unseen High Noise,108
Static Medium,-130.72639632035396,0.3,0.2871150793650794,0.41288492063492055,0.5,0.0,0.0,200,Unseen High Noise,108
Static Hard,-347.14534185418506,0.2,0.1466150793650794,0.5533849206349206,0.699999988079071,0.0,0.0,200,Unseen High Noise,108
Rule-Based DDA,129.7336458435267,1.0,0.8860099206349207,0.18600992063492072,0.011250000055879355,0.0587639644526845,0.002261306472759151,200,Unseen High Noise,108
PPO DDA,197.57445055597086,0.7,0.6428988095238095,0.057101190476190444,0.1803164503723383,0.2608296681112172,0.20036176112878262,200,Unseen High Noise,109
Static Easy,68.1023386209465,0.4,0.46703968253968253,0.23296031746031742,0.30000001192092896,0.0,0.0,200,Unseen High Noise,109
Static Medium,-161.27777540763702,0.0,0.25353968253968256,0.4464603174603174,0.5,0.0,0.0,200,Unseen High Noise,109
Static Hard,-422.4494529244105,0.0,0.08814484126984126,0.6118551587301587,0.699999988079071,0.0,0.0,200,Unseen High Noise,109
Rule-Based DDA,151.16090973324737,0.9,0.7805952380952382,0.08059523809523828,0.011250000055879355,0.0587639644526845,0.002261306472759151,200,Unseen High Noise,109
